,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Gross Margin,Income,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,P\/B,P\/C,P\/S,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Day 1,Day 2,Day 3,Day 4,Day 5,Week,Month
PLT_11-01-2017,58.27,41.28,0.81,165960.0,1.24,11.95,14.63,0.1318,7.0,11-01-2017,1.27,2.46,0.1131,-0.087,0.15,0.66,3.21,0.008,0.28,Oct 31 AMC,3852.0,0.503,81000000.0,Processing Systems & Products,0.008,-0.043899999999999995,0.946,-0.0003,1.27,1510000000.0,0.136,Yes,3.8,3.1,1.75,-0.18489999999999998,0.0070999999999999995,0.0002,-0.0158,-0.17170000000000002,-0.12279999999999999,45.36,51.34,0.094,6.4,0.08199999999999999,0.223,0.121,78.4,2.5,5.04,0.13369999999999999,0.0161,0.1684,862.00M,-0.086,0.043,Technology,0.0146,2.91,Yes,33170000.0,33330000.0,54.33,PLT,62141,0.02863264511102459,0.02181534865601864,-0.005843396961433656,-0.01207635372029614,-0.012855473315153909,0.0175,0.0168
PLSE_11-27-2017,39.5,5.2,2.29,290130.0,,3.47,2.58,-0.0812,17.2,11-27-2017,0.0,-1.4,,-1.505,,,,,-2.864,,11.0,,-19700000.0,Medical Instruments & Supplies,0.386,0.7922,0.095,0.10679999999999999,0.0,382360000.0,,Yes,6.78,9.1,,-0.16440000000000002,-0.0042,0.1384,-0.053899999999999997,2.62,2.7349,25.61,23.53,,17.2,-0.575,-0.621,,44.85,,1.02,-0.0898,-0.011000000000000001,0.0601,,,,Healthcare,0.17850000000000002,6.09,Yes,9910000.0,16250000.0,,PLSE,295795,,,,,,0.07769999999999999,0.0978
PLUG_10-31-2017,3.07,0.83,0.15,4990000.0,1.82,0.45,0.01,0.0604,1.3,10-31-2017,0.68,-0.5,0.6409999999999999,-1.653,0.25,-0.03,-0.14,0.263,-0.006,Nov 06 BMO,486.0,-0.054000000000000006,-102400000.0,Diversified Electronics,0.006999999999999999,0.1276,0.23800000000000002,-0.0015,0.41,607560000.0,-0.845,Yes,6.07,289.32,7.05,0.2026,0.046,0.1818,0.0263,1.275,0.7278,2.73,2.89,,0.7,-0.45299999999999996,-1.213,-0.33299999999999996,61.87,2.5,6.83,0.0518,0.485,0.16,86.20M,0.015,0.255,Technology,0.1506,6.71,Yes,222550000.0,222550000.0,3.09,PLUG,2535168,-0.0034602076124568004,-0.01038062283737029,-0.00692041522491349,0.01384083044982698,-0.05536332179930803,0.0383,0.0558
PLUG_11-08-2017,3.21,0.83,0.16,5260000.0,1.79,0.45,0.01,-0.10619999999999999,1.3,11-08-2017,0.68,-0.5,0.6409999999999999,-1.653,0.25,-0.03,-0.14,0.263,-0.006,Nov 08 BMO,486.0,-0.054000000000000006,-102400000.0,Diversified Electronics,0.006999999999999999,0.1235,0.24100000000000002,0.0075,0.41,701020000.0,-0.845,Yes,6.8,333.82,8.13,0.4266,0.0662,0.4299,0.0737,1.55,1.4286,3.06,2.73,,0.7,-0.45299999999999996,-1.213,-0.33299999999999996,50.06,2.5,7.57,-0.0149,0.3661,0.0558,86.20M,0.015,0.255,Technology,0.1491,6.38,Yes,224700000.0,229090000.0,3.09,PLUG,3053600,-0.08791208791208782,-0.07692307692307687,-0.1282051282051282,-0.19413919413919412,-0.15750915750915762,0.060599999999999994,0.0537
PLUS_11-03-2017,97.75,45.0,1.8,83270.0,1.33,25.86,7.0,-0.1217,1.6,11-03-2017,0.1,3.82,0.1018,0.276,0.05,1.12,4.28,0.209,0.183,Nov 02 AMC,1173.0,0.222,53300000.0,Application Software,0.027000000000000003,-0.2078,0.903,-0.013300000000000001,0.02,1350000000.0,0.064,No,3.71,13.71,0.96,0.33149999999999996,0.0084,0.11560000000000001,0.0339,0.6667000000000001,1.1157,96.0,84.31,0.038,1.3,0.073,0.157,0.131,32.84,2.3,2.51,-0.1075,0.11699999999999999,-0.0529,1.40B,0.23,0.1,Technology,0.009399999999999999,1.55,Yes,13750000.0,14020000.0,79.0,PLUS,15522,-0.12371011742379323,-0.12228679871901316,-0.11042580951251335,-0.09915786976633856,-0.08611078163918873,0.020099999999999996,0.0172
PODD_11-03-2017,62.82,30.69,1.43,431640.0,1.51,1.12,4.38,0.1661,7.1,11-03-2017,0.0,-0.52,0.5489999999999999,-0.7609999999999999,0.25,-0.1,-0.23,0.135,0.562,Nov 02 AMC,640.0,0.5870000000000001,-29900000.0,Medical Instruments & Supplies,0.005,0.037200000000000004,0.985,0.0024,5.27,3430000000.0,-0.031,Yes,51.92,13.27,8.37,0.3812,0.0365,0.0839,-0.006,0.5433,0.8131999999999999,58.15,67.81,-0.073,6.3,-0.066,-0.467,-0.034,73.9,2.2,13.1,0.1336,0.3876,0.1588,409.90M,0.258,0.192,Healthcare,0.0791,10.54,Yes,57490000.0,59010000.0,59.38,PODD,420584,0.03848989824509652,0.033770830261023344,-0.012977436956201127,-0.0016221796195251548,-0.0008848252470137208,0.027200000000000002,0.0241
PPC_11-08-2017,32.18,17.15,0.72,1250000.0,0.27,4.82,1.21,0.052199999999999996,1.8,11-08-2017,1.2,1.98,0.05,0.565,-0.066,0.78,2.75,0.22699999999999998,-0.306,Nov 07 AMC,42000.0,0.126,496800000.0,Food - Major Diversified,0.0024,0.0,0.258,-0.006,1.17,7630000000.0,0.09699999999999999,Yes,6.32,25.12,0.93,0.2587,0.051399999999999994,0.163,-0.0415,0.604,0.5540999999999999,30.46,32.05,0.061,0.8,0.149,0.501,0.253,64.63,2.7,2.04,0.0479,0.2966,0.08259999999999999,8.21B,0.11,0.01,Consumer Goods,0.06709999999999999,13.36,Yes,248150000.0,250580000.0,29.4,PPC,195725,0.040561622464898806,0.0642745709828394,0.0595943837753512,0.07176287051482078,0.07301092043681767,0.0208,0.020499999999999997
PRAA_11-09-2017,42.7,25.72,1.06,588440.0,1.51,20.8,2.02,0.2186,,11-09-2017,2.09,1.64,-0.161,-0.677,0.15,0.28,1.56,-0.012,-0.47100000000000003,Nov 08 AMC,4512.0,0.8540000000000001,76500000.0,Business Services,0.006,1.0625,,0.0177,2.09,1280000000.0,0.217,Yes,1.34,13.81,1.63,-0.22820000000000001,-0.0363,-0.15960000000000002,0.0,-0.2864,0.0333,27.9,34.0,0.098,,0.024,0.083,0.062,71.28,2.7,9.12,0.2024,0.0001,0.19039999999999999,784.10M,-0.12300000000000001,0.126,Services,0.18600000000000003,13.93,Yes,44060000.0,45940000.0,36.75,PRAA,425012,-0.013235294117647123,-0.020588235294117685,-0.032352941176470584,-0.017058823529411682,-0.016176470588235237,0.0384,0.034
PRGO_11-09-2017,91.95,63.68,2.0,1540000.0,0.67,42.44,,0.11710000000000001,1.7,11-09-2017,0.6,-20.55,0.11710000000000001,0.87,0.078,1.11,5.12,-0.541,-0.095,Nov 09 BMO,12800.0,0.386,-2947300000.0,Drug Related Products,0.001,-0.047599999999999996,0.8640000000000001,0.0072,0.54,11640000000.0,-0.361,Yes,1.91,,2.32,0.0774,-0.07780000000000001,0.0567,-0.016399999999999998,-0.024399999999999998,0.0074,81.2,90.71,-0.5870000000000001,1.2,-0.212,-0.461,-0.099,63.07,2.7,14.01,0.0704,0.1894,0.0706,5.02B,-0.077,0.107,Healthcare,0.0684,6.28,Yes,141890000.0,143300000.0,83.4,PRGO,1713872,-0.040238121486054323,-0.04729357292470504,-0.06228640723183765,-0.04376584720537979,-0.04740381435343399,0.028300000000000002,0.0235
PRTY_11-09-2017,17.7,9.5,0.64,614850.0,,8.79,0.58,0.18109999999999998,1.7,11-09-2017,1.65,0.96,0.1242,0.10400000000000001,0.1125,0.13,1.44,0.08199999999999999,9.54,Nov 09 BMO,8800.0,0.2,115700000.0,"Specialty Retail, Other",0.039900000000000005,-0.0004,,-0.0046,1.46,1170000000.0,0.11699999999999999,Yes,1.11,16.98,0.5,-0.3574,-0.2403,-0.3171,-0.1091,-0.3099,-0.35950000000000004,9.8,11.57,0.05,0.5,0.034,0.115,0.076,48.51,2.4,15.22,0.016,-0.192,-0.09,2.33B,0.049,0.040999999999999995,Services,0.0587,10.96,Yes,114760000.0,119530000.0,17.6,PRTY,741222,-0.014693171996542742,-0.03197925669835788,0.021607605877268732,0.03889369057908376,0.06309420916162489,0.0786,0.0565
PSDO_11-15-2017,16.9,12.75,0.55,146590.0,,6.87,0.27,-0.0666,1.0,11-15-2017,1.13,0.14,0.0867,2.262,0.09,0.32,1.4,,2.401,Nov 06 AMC,2700.0,0.209,18600000.0,Information Technology Services,0.0146,0.0,0.971,0.0068000000000000005,1.13,1490000000.0,0.033,Yes,2.36,59.94,0.52,0.2365,0.10800000000000001,0.21059999999999998,0.0286,0.1375,,16.21,15.13,0.006999999999999999,1.0,0.006999999999999999,0.034,0.057999999999999996,51.78,1.9,6.68,0.0023,0.0393,0.042800000000000005,2.84B,0.037000000000000005,,Technology,0.032,19.73,Yes,90340000.0,92080000.0,17.5,PSDO,75238,-0.04890945142101788,-0.034368803701255835,-0.014540647719762156,-0.012557832121612766,-0.005287508261731633,0.0326,0.0333
PTCT_11-16-2017,22.0,8.12,0.88,1200000.0,1.34,3.53,4.13,0.053200000000000004,3.1,11-16-2017,0.98,-2.89,0.209,0.20800000000000002,-0.0951,-0.31,-1.85,,0.17600000000000002,Nov 02 AMC,304.0,0.983,-107100000.0,Biotechnology,0.003,0.2553,0.797,-0.0268,0.98,620290000.0,-0.669,Yes,4.29,3.66,4.38,0.1718,-0.1649,-0.1441,-0.0596,0.38770000000000004,0.2564,15.14,15.94,-0.7559999999999999,3.0,-0.33799999999999997,-0.799,-0.609,41.86,2.9,1.71,-0.0554,0.0225,-0.1293,141.60M,0.8220000000000001,-0.047,Healthcare,0.2053,6.8,Yes,39850000.0,40970000.0,18.0,PTCT,157983,-0.015683814303638632,0.0037641154328733606,-0.007528230865746499,-0.011919698870765383,0.040777917189460444,0.0421,0.0599
PTNR_11-21-2017,6.41,4.5,0.13,3070.0,1.78,2.51,,0.1183,1.2,11-21-2017,1.42,0.17,,0.289,0.02,,,-0.35,2.283,Nov 29 BMO,2582.0,0.18,27600000.0,Wireless Communications,0.461,0.0,0.067,0.0007000000000000001,0.92,850140000.0,0.08,No,2.02,,0.91,-0.025,-0.0039000000000000003,0.0454,0.01,0.081,0.1192,5.07,5.67,0.03,1.1,0.019,0.081,0.040999999999999995,66.85,,83.22,0.1003,0.06860000000000001,0.0861,932.50M,-0.10300000000000001,-0.127,Technology,0.0001,3.39,Yes,84140000.0,167680000.0,22.0,PTNR,19609,0.040564373897707284,0.03880070546737202,0.005291005291005346,,,0.021099999999999997,0.0208
PUB_11-03-2017,33.6,19.25,1.17,24610.0,,13.37,3.24,-0.0524,,11-03-2017,0.0,1.41,0.26280000000000003,0.153,0.08,0.37,1.8,0.275,0.11199999999999999,Oct 25 AMC,385.0,,25800000.0,Money Center Banks,0.012,-0.493,0.314,-0.009399999999999999,0.0,556090000.0,0.898,No,2.35,9.69,7.13,0.2054,-0.0079,0.1336,-0.0141,0.16949999999999998,0.5819,31.4,29.75,0.319,,0.015,0.107,0.244,38.52,3.0,0.88,-0.0806,0.08460000000000001,-0.024700000000000003,78.00M,0.10099999999999999,0.11699999999999999,Financial,0.0059,3.27,Yes,13570000.0,17710000.0,30.83,PUB,1609,0.050420168067226934,-0.008403361344537785,-0.006722689075630228,0.003361344537815114,0.015126050420168013,0.0451,0.0338
P_11-03-2017,14.1,6.76,0.25,5570000.0,-0.14,0.89,0.93,-0.20850000000000002,3.0,11-03-2017,1.65,-2.41,0.647,-2.613,0.2415,-0.08,-0.18,-0.513,-0.873,Nov 02 AMC,2488.0,0.341,-573500000.0,Broadcasting - Radio,0.025,-0.024700000000000003,0.40759999999999996,-0.09939999999999999,1.65,1820000000.0,-0.369,Yes,8.33,7.97,1.26,-0.3062,-0.0679,-0.12619999999999998,0.019299999999999998,-0.43170000000000003,-0.3003,7.41,5.86,-0.39899999999999997,3.0,-0.504,-1.248,-0.355,16.6,2.4,56.71,-0.2296,-0.40090000000000003,-0.26170000000000004,1.44B,0.099,0.382,Services,0.2847,12.16,Yes,237910000.0,244990000.0,10.86,P,23486824,-0.061433447098976135,-0.15017064846416384,-0.18259385665529015,-0.20819112627986358,-0.1843003412969283,0.0333,0.032799999999999996
QCOM_10-31-2017,70.24,48.92,0.78,7800000.0,1.28,21.17,14.12,-0.0691,2.9,10-31-2017,0.7,2.61,-0.17420000000000002,-0.402,0.105,0.81,3.44,0.071,0.184,Nov 01 AMC,30500.0,0.59,3900000000.0,Communication Equipment,0.0012,-0.0323,0.784,-0.0032,0.62,80790000000.0,0.172,Yes,2.58,3.87,3.58,0.025699999999999997,0.054400000000000004,0.023399999999999997,0.023799999999999998,-0.1617,-0.2009,54.66,50.88,0.17300000000000001,2.7,0.069,0.124,0.11900000000000001,38.56,2.4,8.29,-0.041100000000000005,-0.0723,-0.025,22.57B,-0.111,0.095,Technology,0.0158,2.98,Yes,1470000000.0,1480000000.0,59.25,QCOM,4810527,0.018867924528301883,0.08962264150943389,0.08018867924528306,0.2669025157232703,0.2726022012578615,0.0177,0.0144
QDEL_11-27-2017,45.55,18.25,1.66,411230.0,1.2,6.45,5.2,-0.0897,6.3,11-27-2017,0.7,-0.16,6.6421,-8.304,0.2,0.28,1.45,-0.31,-1.368,Nov 01 AMC,627.0,0.63,-5000000.0,Diagnostic Substances,0.01,-0.4955,0.9540000000000001,0.0746,0.7,1210000000.0,0.054000000000000006,Yes,5.63,6.99,5.61,0.44049999999999995,-0.1265,0.1009,-0.0424,0.6960999999999999,0.544,39.91,36.33,-0.023,5.7,-0.013000000000000001,-0.024,-0.006,33.51,2.0,6.49,-0.0678,0.1924,-0.1164,215.70M,0.032,0.039,Healthcare,0.1434,9.83,Yes,28210000.0,33290000.0,44.0,QDEL,2668184,,,,,,0.0574,0.04190000000000001
QD_11-01-2017,35.45,21.9,4.01,11180000.0,,,0.3,0.10800000000000001,1.4,11-01-2017,,0.65,,3.932,,,,,3.4730000000000003,,1014.0,0.8290000000000001,215100000.0,Credit Services,0.016,,,,,8050000000.000001,,Yes,,82.8,18.39,,,,-0.12480000000000001,-0.1467,,24.9,27.59,,1.4,,,0.7070000000000001,,,2.22,0.015600000000000001,0.015600000000000001,0.015600000000000001,437.50M,3.245,,Financial,,,Yes,37500000.0,323200000.0,,QD,1842073,-0.04748097136643703,-0.055817325117796246,-0.05291772381297577,-0.06487857919536055,-0.08735048930772016,0.1252,
QD_11-08-2017,35.45,21.9,3.33,8610000.0,,-40.58,0.29,-0.0625,1.4,11-08-2017,,0.66,,3.932,,,,,3.4730000000000003,,1014.0,0.8290000000000001,216100000.0,Credit Services,0.016,,,,,9170000000.0,,Yes,,93.94,20.86,,,,0.1052,-0.056900000000000006,,27.52,25.8,,1.4,,,0.7070000000000001,,,0.75,-0.0412,-0.0412,-0.0412,439.60M,3.245,,Financial,,,Yes,37500000.0,333160000.0,,QD,493326,-0.024031007751938005,0.055813953488371926,0.04844961240310086,-0.02131782945736438,-0.013565891472868241,0.0638,
QD_11-27-2017,35.45,12.03,2.95,9220000.0,,-40.69,0.22,0.1056,1.4,11-27-2017,,0.88,0.518,3.932,0.053200000000000004,0.3,1.73,,3.4730000000000003,,1014.0,0.828,291000000.0,Credit Services,0.016,,0.0016,,,5920000000.0,,Yes,,60.37,9.73,,-0.4075,,-0.3627,-0.537,,12.22,13.51,,1.4,,,0.7070000000000001,,1.8,1.98,-0.4263,-0.45740000000000003,-0.45740000000000003,608.00M,3.245,,Financial,0.1417,0.58,Yes,37500000.0,437910000.0,35.06,QD,18260365,,,,,,0.1678,0.1048
QD_11-24-2017,35.45,16.0,2.98,8640000.0,,-40.69,0.27,-0.2433,1.4,11-24-2017,,0.88,0.616,3.932,0.0528,0.3,1.81,,3.4730000000000003,,1014.0,0.828,288900000.0,Credit Services,0.016,,0.0014000000000000002,,,4430000000.0,,Yes,,45.55,7.34,,-0.5368999999999999,,-0.4758,-0.5811999999999999,,16.15,12.22,,1.4,,,0.7070000000000001,,1.7,2.83,-0.4925,-0.5186,-0.5186,603.50M,3.245,,Financial,0.1417,0.62,Yes,37500000.0,362690000.0,35.7,QD,24408504,0.10556464811783961,,,,,0.1637,0.1065
QD_11-22-2017,35.45,16.0,2.87,8279999.999999999,,-40.69,0.27,-0.081,1.4,11-22-2017,,0.88,0.616,3.932,0.0528,0.3,1.81,,3.4730000000000003,,1014.0,0.828,288900000.0,Credit Services,0.016,,0.0014000000000000002,,,7000000000.0,,Yes,,71.98,11.6,,-0.2738,,-0.2325,-0.3382,,19.31,17.75,,1.4,,,0.7070000000000001,,1.7,5.86,-0.2783,-0.311,-0.311,603.50M,3.245,,Financial,0.1417,0.64,Yes,37500000.0,362690000.0,35.7,QD,3729295,-0.31154929577464785,-0.23887323943661976,,,,0.1197,0.0987
QEP_11-01-2017,21.12,7.02,0.45,5350000.0,1.7,15.11,3.25,0.0525,1.6,11-01-2017,0.56,-0.06,0.618,0.935,0.18,-0.1,-0.22,-0.419,-5.638,Oct 25 AMC,656.0,0.7809999999999999,-14300000.0,Oil & Gas Pipelines,0.002,0.11460000000000001,0.938,-0.0087,0.52,2150000000.0,0.055999999999999994,Yes,0.59,2.75,1.35,-0.2023,0.046799999999999994,0.0928,0.1745,-0.5139,-0.44310000000000005,8.95,9.42,-0.009000000000000001,1.5,-0.002,-0.004,-0.162,66.0,2.0,1.46,0.1018,-0.135,0.1559,1.59B,0.02,-0.153,Basic Materials,0.0525,2.34,Yes,238780000.0,240700000.0,13.83,QEP,582211,0.01273885350318471,0.011677282377919207,0.04989384288747356,0.04033970276008492,0.04564755838641177,0.0684,0.0496
QD_11-21-2017,35.45,19.66,2.78,7320000.0,,-40.69,0.27,-0.1188,1.4,11-21-2017,,0.88,0.616,3.932,0.0528,0.3,1.81,,3.4730000000000003,,1014.0,0.828,288900000.0,Credit Services,0.016,,0.0014000000000000002,,,7280000000.0,,Yes,,74.85,12.07,,-0.39149999999999996,,-0.2626,-0.3119,,20.08,17.69,,1.4,,,0.7070000000000001,,1.7,18.34,-0.29350000000000004,-0.3201,-0.3201,603.50M,3.245,,Financial,0.1417,0.73,Yes,37500000.0,362690000.0,35.7,QD,10306079,0.0033917467495758746,-0.3092142453363482,-0.2362916902204636,,,0.0993,0.0986
QNST_10-31-2017,8.0,2.61,0.35,182230.0,0.99,2.6,1.06,0.2112,1.9,10-31-2017,0.0,-0.27,0.1875,0.6890000000000001,0.5740999999999999,0.05,0.25,-0.243,0.377,Oct 30 AMC,469.0,0.10099999999999999,-12200000.0,Internet Software & Services,0.027999999999999997,-0.0134,0.691,0.0003,0.0,344400000.0,-0.036000000000000004,Yes,2.83,6.94,1.15,0.726,0.0027,1.1676,-0.0121,0.9601000000000001,1.4899,7.37,8.93,-0.040999999999999995,1.9,-0.07,-0.102,-0.081,76.91,2.5,7.71,0.2213,0.9972,0.37450000000000006,299.80M,0.03,-0.040999999999999995,Technology,0.0154,3.25,Yes,38620000.0,46730000.0,6.5,QNST,104518,-0.023516237402015583,-0.06718924972004481,-0.06270996640537518,-0.03247480403135494,0.02911534154535267,0.0484,0.0416
QTNA_11-08-2017,25.45,9.6,0.84,322220.0,,4.03,3.66,0.0567,4.8,11-08-2017,0.04,-0.02,1.7828,1.615,0.225,0.08,0.74,,0.733,Nov 06 AMC,348.0,0.501,-700000.0,Communication Equipment,0.009000000000000001,-0.25489999999999996,0.809,0.0003,0.02,341700000.0,0.004,Yes,2.49,2.75,2.18,-0.5203,-0.4106,-0.4379,-0.35119999999999996,-0.4457,-0.2893,10.05,10.62,-0.004,4.2,-0.005,-0.011000000000000001,-0.009000000000000001,18.96,1.7,8.95,-0.3121,-0.4409,-0.36329999999999996,156.60M,0.42700000000000005,,Technology,0.064,6.06,Yes,30500000.0,34000000.0,25.33,QTNA,221552,0.06967984934086635,0.11581920903954801,0.17514124293785316,0.11958568738229758,0.15630885122410554,0.0867,0.0425
QUOT_11-02-2017,17.85,9.1,0.42,533000.0,-0.03,3.79,1.84,-0.1,5.6,11-02-2017,0.0,-0.19,0.9139,-0.535,0.14,0.07,0.47,0.109,0.28300000000000003,Nov 01 AMC,662.0,0.5720000000000001,-16200000.0,Marketing Services,0.037000000000000005,-0.31620000000000004,0.8,0.0034999999999999996,0.0,1440000000.0,-0.057,Yes,4.09,8.45,4.97,0.35369999999999996,-0.0801,0.161,-0.0282,0.44189999999999996,0.44189999999999996,15.5,13.95,-0.055999999999999994,5.6,-0.044000000000000004,-0.051,-0.064,20.78,1.2,3.95,-0.15960000000000002,0.1112,-0.12560000000000002,289.00M,0.109,0.247,Services,0.0576,8.23,Yes,76180000.0,92640000.0,18.4,QUOT,156428,0.016487455197132572,0.007168458781362075,0.010752688172043001,-0.014336917562723928,0.0,0.024,0.0241
QUOT_11-14-2017,17.85,9.1,0.48,546410.0,-0.02,3.79,1.95,-0.0701,3.9,11-14-2017,0.0,-0.17,2.4533,0.10400000000000001,0.2,0.09,0.52,0.109,0.28300000000000003,Nov 01 AMC,662.0,0.586,-15700000.0,Marketing Services,0.036000000000000004,-0.3104,0.797,0.0042,0.0,1310000000.0,-0.053,Yes,3.67,7.14,4.3,0.2466,-0.2034,-0.0177,-0.0414,0.293,0.1632,13.9,12.93,-0.052000000000000005,3.9,-0.040999999999999995,-0.048,-0.064,20.69,1.1,6.24,-0.1547,0.018000000000000002,-0.1862,304.40M,0.233,0.247,Services,0.0506,7.12,Yes,76870000.0,94110000.0,19.33,QUOT,261751,-0.0703789636504254,-0.04872389791183285,-0.05413766434648104,-0.05413766434648104,-0.0564578499613303,0.030299999999999997,0.031
QURE_11-15-2017,21.35,4.72,1.34,671120.0,0.73,0.76,2.92,-0.0682,3.6,11-15-2017,1.05,-2.64,0.106,0.525,,-0.77,-2.69,-0.233,0.212,Nov 21 BMO,251.0,,-67099999.99999999,Biotechnology,0.006,-0.435,0.5,0.0018,0.73,473500000.0,,Yes,20.46,5.33,26.75,2.061,0.298,0.7833,-0.0245,1.7768000000000002,0.8734999999999999,15.55,14.49,,,-0.408,-1.626,-0.872,51.03,1.4,4.83,-0.0801,0.8684999999999999,0.2071,17.70M,-0.489,,Healthcare,0.0305,1.38,Yes,30450000.0,30450000.0,24.13,QURE,248801,0.048309178743961345,0.03450655624568677,0.035196687370600444,0.030365769496204287,0.02346445824706689,0.0575,0.1097
QURE_11-27-2017,21.35,4.72,1.41,719390.0,0.73,0.76,3.0,-0.055,3.6,11-27-2017,1.05,-2.64,-0.111,0.525,,-0.82,-3.31,-0.233,0.212,Nov 21 BMO,251.0,,-67099999.99999999,Biotechnology,0.006,-0.4415,0.5,0.0011,0.73,442970000.0,,Yes,19.66,4.98,25.03,1.7016,-0.0484,0.7474,-0.0066,1.6679,1.181,15.81,14.94,,,-0.408,-1.626,-0.872,52.18,1.5,0.37,-0.0268,0.8526,0.1521,17.70M,-0.489,,Healthcare,0.0313,1.29,Yes,29650000.0,29650000.0,23.7,QURE,263241,,,,,,0.0642,0.0672
QVCA_11-09-2017,26.0,17.24,0.58,3650000.0,1.32,11.1,,0.0541,1.6,11-09-2017,1.22,0.97,0.3176,-0.09,0.025,0.16,1.43,0.033,-0.261,Nov 09 BMO,21080.0,0.35,451000000.0,Catalog & Mail Order Houses,0.015,0.0,0.912,-0.0003,1.21,14450000000.0,0.10300000000000001,Yes,1.94,,1.43,-0.0908,-0.0319,-0.0375,-0.046900000000000004,0.0781,0.0973,21.54,22.7,0.045,0.9,0.032,0.092,0.064,51.02,2.2,1.65,0.004,0.0273,-0.0079,10.10B,-0.032,0.012,Services,0.049400000000000006,6.8,Yes,502430000.0,671070000.0,28.5,QVCA,477315,0.0638766519823788,0.044052863436123246,0.03568281938326012,0.057709251101321746,0.08237885462555061,0.0305,0.0227
RCII_11-03-2017,13.89,7.76,0.58,1280000.0,0.66,4.67,1.34,0.0667,,11-03-2017,2.56,-2.93,5.9216,-1.896,0.05,-0.02,0.71,-0.22399999999999998,0.89,Oct 30 AMC,21600.0,0.642,-155800000.0,Rental & Leasing Services,0.016,0.1978,,0.009399999999999999,2.56,544310000.0,-0.051,Yes,2.12,7.38,0.19,-0.1565,-0.1359,-0.2733,0.012199999999999999,-0.1182,-0.0462,9.92,10.58,-0.055999999999999994,,-0.099,-0.48700000000000004,-0.059000000000000004,49.06,2.8,8.52,0.013000000000000001,-0.0301,-0.0646,2.80B,-0.096,0.006,Services,0.3682,14.98,Yes,51910000.0,54870000.0,11.71,RCII,807693,0.002835538752362865,-0.0434782608695653,-0.018903591682419618,0.05009451795841202,0.046313799621928275,0.1043,0.053899999999999997
RDFN_11-27-2017,33.49,19.29,1.01,782680.0,,3.97,2.64,0.0672,5.5,11-27-2017,0.0,-3.59,0.619,2.101,,-0.01,-0.08,,0.41100000000000003,Nov 09 AMC,2229.0,0.305,-275300000.0,Internet Information Providers,0.03,0.0,0.795,,0.0,1730000000.0,-0.055999999999999994,Yes,5.4,8.11,5.08,,-0.0727,-0.1369,0.0147,-0.0124,,20.08,21.43,-0.807,5.5,-1.641,0.6629999999999999,0.04,44.64,2.4,1.17,-0.0239,-0.1328,-0.1114,341.10M,0.35,,Technology,0.051500000000000004,5.14,Yes,78080000.0,80860000.0,24.83,RDFN,918064,,,,,,0.0417,0.0429
RDY_11-21-2017,47.75,29.83,0.75,336350.0,0.42,11.4,1.35,0.0519,1.5,11-21-2017,0.41,1.04,0.5841,-0.521,0.127,,1.79,-0.03,-0.384,Oct 31 AMC,22671.0,0.539,172600000.0,Drug Manufacturers - Other,0.27699999999999997,0.0,0.152,-0.0981,0.2,5830000000.0,0.096,Yes,3.09,26.09,2.69,-0.09699999999999999,-0.0382,0.134,-0.006500000000000001,-0.2208,-0.23800000000000002,35.28,37.11,0.085,1.1,0.054000000000000006,0.1,0.063,57.3,5.0,1.22,0.030600000000000002,-0.0401,0.0322,2.16B,0.025,0.078,Healthcare,0.0231,8.36,Yes,121770000.0,165110000.0,30.51,RDY,31620,-0.03260576663971981,-0.04446240905416321,-0.05685798976017242,,,0.0146,0.0189
RETA_11-06-2017,41.6,18.51,1.27,132620.0,,-10.3,2.41,0.1033,1.3,11-06-2017,,-1.06,-0.25,-9.279,,-0.41,-2.2,,-3.3339999999999996,Nov 13 BMO,75.0,,-23700000.0,Biotechnology,0.037000000000000005,-0.2669,0.41,0.0781,,783440000.0,-0.466,Yes,,12.02,15.48,0.3248,-0.0787,-0.021,-0.0449,0.3248,0.3533,28.92,31.91,-0.469,1.3,-0.271,0.10800000000000001,0.03,55.0,1.3,4.29,0.0144,0.1693,0.0398,50.60M,0.032,,Healthcare,0.0571,6.82,Yes,15850000.0,27090000.0,54.71,RETA,43730,-0.13350047007207777,-0.15794421811344406,-0.14540896270761516,-0.20777185835161394,-0.2619868379818239,0.049699999999999994,0.0415
